"body_acc_x_mean2" "body_acc_x_sd2" "body_acc_y_mean2" "body_acc_y_sd2" "body_acc_z_mean2" "body_acc_z_sd2" "body_gyro_x_mean2" "body_acc_x_sd2.1" "body_gyro_y_mean2" "body_acc_y_sd2.1" "body_gyro_z_mean2" "body_acc_z_sd2.1" "total_acc_x_mean2" "total_acc_x_sd2" "total_acc_y_mean2" "total_acc_y_sd2" "total_acc_z_mean2" "total_acc_z_sd2"
"V85" -0.000876432781525148 0.189889766853295 -0.000767994467914361 0.119598510539168 -9.17852359783377e-05 0.104598958708823 -0.00172032380765297 0.189889766853295 -0.00453042491183227 0.119598510539168 -0.00222069188447273 0.104598958708823 0.807505447898612 0.411356077452616 0.0214701937754452 0.396858282338467 0.0851195210502204 0.343855955890744
"V86" 0.000906346833327294 0.191282175629886 -0.00120160019030401 0.12105581666722 -0.000442514014591737 0.104155242858514 0.000318850163280027 0.191282175629886 -0.00551331467278425 0.12105581666722 -0.00133797021798757 0.104155242858514 0.809271176075007 0.41258502419464 0.0210249567494029 0.397781301089537 0.0847583651849321 0.343801566482079
"V87" 0.00152923290881455 0.190927622067309 -0.000883008387721915 0.122159507422167 -0.00110763855455868 0.102859945698914 0.00193540590007108 0.190927622067309 -0.00520357159152491 0.122159507422167 -0.00150459685327401 0.102859945698914 0.809876593210516 0.412330571134481 0.0213316516440373 0.397943699135093 0.0840833986393427 0.34416256824334
"V88" 0.0019824739902376 0.192086566473447 -0.000418824905872706 0.123173736756715 -0.00125201836692288 0.102820662916529 0.00128654815156172 0.192086566473447 -0.0041858889255334 0.123173736756715 -0.000836659594002874 0.102820662916529 0.810312095729041 0.412946379880727 0.0217836769411263 0.397959179592701 0.0839297053268745 0.344532371614011
"V89" 0.00250458477004142 0.19398602515134 0.000108172889382076 0.124171339629695 -0.00193902866041872 0.102959477216235 -0.000678783515209341 0.19398602515134 -0.00382897698834695 0.124171339629695 -0.000636553868053831 0.102959477216235 0.810816342282888 0.414203980234124 0.0222982752954025 0.398208752920554 0.0832338380748416 0.344925703804167
"V90" 0.00301615345236367 0.193883259815114 0.000201136115991844 0.12325181382143 -0.00242420919117102 0.102506944725927 -0.00277197744752345 0.193883259815114 -0.00340579355976891 0.12325181382143 -0.000675437902760074 0.102506944725927 0.811310101585051 0.414393485394333 0.0223786383308564 0.398064400677662 0.0827401629201185 0.345000779882614
"V91" 0.00374645322252257 0.193164938556183 -0.000506518881014565 0.123081067322435 -0.0017262110025216 0.101229601832754 -0.00304938182092456 0.193164938556183 -0.00328753092564346 0.123081067322435 0.000503577065277794 0.101229601832754 0.812022832395199 0.414327739436641 0.021658232303812 0.398418485282146 0.0834299217919604 0.344204411672322
"V92" 0.00356766423284187 0.193499459686498 -0.00127378539012311 0.124025622130132 -0.00175845955236411 0.101823315196706 -0.00132168945730076 0.193499459686498 -0.00395899199481042 0.124025622130132 0.0015651436088136 0.101823315196706 0.811826917388999 0.414438817728099 0.0208780956126808 0.399096411348913 0.0833895899278717 0.344322932562962
"V93" 0.00314551421049587 0.194532951853831 -0.00136009405680702 0.124137297598543 -0.00239657317922633 0.102278250147917 0.000687128500237722 0.194532951853831 -0.00371355162467929 0.124137297598543 0.00173571030751248 0.102278250147917 0.811388279043587 0.4147603467095 0.0207788001286766 0.399258263689488 0.082743460193946 0.344676713839839
"V94" 0.00269743406368026 0.194031657906172 -0.000687214006714215 0.122981025235955 -0.00239290275217225 0.101787434321307 0.000868055373202447 0.194031657906172 -0.00247823870694009 0.122981025235955 0.00127361188339217 0.101787434321307 0.810924528656742 0.414452361719791 0.0214385625859054 0.398782770814983 0.0827390920174631 0.344583555988753
"V95" 0.00133760245460404 0.193435900169198 2.71851387315272e-05 0.119772470054878 -0.00177147227645927 0.102738300665859 -0.0016773796657624 0.193435900169198 -0.00174359376381571 0.119772470054878 0.000544673254509176 0.102738300665859 0.809549954867691 0.41375438081466 0.0221397090778804 0.397649186941599 0.0833523703602573 0.344660843012926
"V96" -0.00058952364544114 0.191959160123384 0.000332081227460686 0.120101047879397 -0.00113700130177775 0.103406160310768 -0.00446659844497292 0.191959160123384 -0.00340161341683018 0.120101047879397 0.000260908955847733 0.103406160310768 0.807609091355302 0.412354724983193 0.0224312456164476 0.397612005317381 0.0839785016279835 0.344412405958452
"V97" -0.00152364347118827 0.19103352870812 0.000172781571715701 0.120595776872408 -0.0013457537158736 0.103343572227707 -0.00491825547770628 0.19103352870812 -0.00716631692845393 0.120595776872408 0.000826171336923847 0.103343572227707 0.806662233751106 0.411631914642159 0.0222585280556714 0.397682937378782 0.0837611798165074 0.344275519476597
"V98" -0.000318337176184086 0.192223911744699 -0.00063466626606587 0.120027630258074 -0.00186570831299379 0.101538556403002 -0.00386766096607239 0.192223911744699 -0.00907304369815681 0.120027630258074 0.00100679767822332 0.101538556403002 0.807855717971483 0.4126706129755 0.0214376496904059 0.397689618787814 0.0832323927101214 0.343869402570907
"V99" 0.000791252879956986 0.191326398207328 -0.00135162912302427 0.121433676561852 -0.00217242361403856 0.102722392513531 -0.00276544703874046 0.191326398207328 -0.00650045665853646 0.121433676561852 -0.000246873065995359 0.102722392513531 0.808954337777677 0.41273509332869 0.0207072663873425 0.398431431542988 0.0829165421240751 0.344450200642484
"V100" 0.000738655430137819 0.189767673783796 -0.00138273953089644 0.123469696403722 -0.0020361168853444 0.101984604433112 -0.00238061363269677 0.189767673783796 -0.00171047593466744 0.123469696403722 -0.000789361829486426 0.101984604433112 0.80889159395284 0.412105301061111 0.0206627341036448 0.399247695113366 0.0830433585017817 0.344204785786423
"V101" 0.000516457215035926 0.190899202419265 -0.0006991794863913 0.122993587443036 -0.00126084205407787 0.102579149216508 -0.00355835708214409 0.190899202419265 0.000681372742163414 0.122993587443036 -0.000404499227026313 0.102579149216508 0.808660069927483 0.412554300453872 0.021332848863413 0.398626103763123 0.0838087375965337 0.343957113423563
"V102" -0.000504766517208515 0.193709045902889 0.000545233743153704 0.121396360860784 -0.00093361120746221 0.101642877836846 -0.00433181639161064 0.193709045902889 -0.00147806091555287 0.121396360860784 -0.00126652803238994 0.101642877836846 0.807630338525017 0.413475159758637 0.0225637833282358 0.397254021168553 0.0841256401618536 0.343619835245316
"V103" -0.00138034169099492 0.193571728723148 0.000976103944584232 0.121165857708758 -0.00118787741826274 0.101376786318621 -0.00305919830584724 0.193571728723148 -0.00554384508936538 0.121165857708758 -0.00194312956526397 0.101376786318621 0.806747028831022 0.413042618089875 0.0229811774806175 0.397180870905421 0.0838606092739363 0.343799073240296
"V104" -0.00142476310386863 0.19040901147348 0.000748223044735508 0.120586915837612 -0.00149488513702439 0.101329342998799 -0.00165155940573366 0.19040901147348 -0.00611436430617652 0.120586915837612 -0.00178880477810185 0.101329342998799 0.806695572741808 0.411532680392724 0.0227398883748966 0.397302978880025 0.0835424026975726 0.344265448911124
"V105" -0.00176886133102449 0.189210019511297 0.00113708970825324 0.119770027816933 -0.00159143023704204 0.100944579178501 -0.000747280099728712 0.189210019511297 -0.00397214837159394 0.119770027816933 -0.00219401508350828 0.100944579178501 0.806345030251325 0.410874692878315 0.0231154910746461 0.396812813025476 0.0834342200211768 0.344284238460943
"V106" -0.00237518614156044 0.189118813852943 0.00150289976322175 0.1194968068739 -0.00112312081610537 0.101253930907224 -0.000760339807627925 0.189118813852943 -0.00289483510511263 0.1194968068739 -0.00218739818074745 0.101253930907224 0.805732748731857 0.410442043637933 0.0234682592263238 0.396562248974146 0.0838904400008768 0.343737751905617
"V107" -0.00274961080421662 0.187595312300339 0.00133347658677114 0.119820043712779 -0.000676085396036722 0.102218071420177 -0.00137813450760851 0.187595312300339 -0.00136623736502317 0.119820043712779 -0.00138702822856222 0.102218071420177 0.805352731240519 0.40945524147294 0.0232861014026643 0.396432921739523 0.0843249346247603 0.343943426662561
"V108" -0.00315069866265676 0.185448868904838 0.00108371915951411 0.120235560871655 -0.000376567714346538 0.100534732322546 0.000271651492470599 0.185448868904838 -0.000907310135088163 0.120235560871655 -0.000539024392622197 0.100534732322546 0.804946261931168 0.408311690934865 0.0230239973093999 0.396230465196278 0.0846114794699083 0.343708887489301
"V109" -0.00406463875778731 0.183893306434276 0.00193638098609117 0.119783790163297 -0.000532332994277687 0.0993766541320037 0.00264115296437596 0.183893306434276 -0.00100913560279425 0.119783790163297 0.000467698373222837 0.0993766541320037 0.804027002739128 0.407207282617515 0.0238647757809982 0.395604977813824 0.0844423463813438 0.343562210785513
"V110" -0.00371604137681541 0.186475016411411 0.00324695431968084 0.119367441834918 -0.00150191602513625 0.0996434320593378 0.00206196745530817 0.186475016411411 0.00202170457409098 0.119367441834918 0.00183866394713866 0.0996434320593378 0.804370174525289 0.408587643465433 0.0251640160159821 0.394915260681541 0.0834590309722834 0.344362724675131
"V111" -0.00169761485505145 0.191397299763806 0.00283953267540198 0.119149233750627 -0.00214430079384327 0.100443135270038 -0.000225047546700622 0.191397299763806 0.00484691697990582 0.119149233750627 0.00285674472920947 0.100443135270038 0.806382902616497 0.411731801608151 0.0247459267609205 0.395051632017838 0.0828025610076774 0.345008674263057
"V112" -0.00134025620619275 0.193055674275042 0.00218015191015231 0.117970053675074 -0.00206835422341354 0.100555358673683 -0.00257848454234673 0.193055674275042 0.0062579616965318 0.117970053675074 0.00196715102579882 0.100555358673683 0.806734190882295 0.41253201298076 0.0240766706790096 0.394728491027965 0.0828640457349354 0.34500938555515
"V113" -0.00210990836685698 0.191068940632639 0.00219088782017128 0.118670591038899 -0.00146537093675308 0.0999109711001399 -0.00478802900169259 0.191068940632639 0.00521006255774765 0.118670591038899 -0.000121275791036553 0.0999109711001399 0.805958036289504 0.411151206799991 0.0240784258646267 0.394607546056454 0.0834521559244965 0.344750737879579
"V114" -0.00120420750336701 0.191265007682576 0.00172675244547966 0.119830459841234 -0.000826558973348527 0.100451279349862 -0.00525441591805831 0.191265007682576 0.000576142066385416 0.119830459841234 -0.000626995400845538 0.100451279349862 0.806856776258513 0.411580969854583 0.0236062759296854 0.395341252501508 0.0840756669436974 0.344757738803865
"V115" 0.000599021481362559 0.193923433342815 0.0013985983656091 0.119895634738624 -0.000987128768669201 0.101186987438748 -0.00510036663521272 0.193923433342815 -0.0012451875973763 0.119895634738624 0.000833131426559181 0.101186987438748 0.808652559516963 0.413590886046057 0.0232711254518011 0.395700456634964 0.0838993766168424 0.345184956924477
"V116" 0.00176443980332134 0.193491214548546 0.0007571801533545 0.120219021131815 -0.00155004197420542 0.101814317710839 -0.00630081006718439 0.193491214548546 0.00131036887842257 0.120219021131815 0.00136497541995427 0.101814317710839 0.809810102062487 0.413818263739881 0.022623754174313 0.396270576918638 0.0833203433175755 0.345659992386017
"V117" 0.00165215436543791 0.189998662278165 -0.000479613961545966 0.12062547581266 -0.00152987548821772 0.102354786374758 -0.00659546810922565 0.189998662278165 0.00421183123484797 0.12062547581266 -0.000291462405801014 0.102354786374758 0.809689597961987 0.412048600038842 0.021382039495804 0.397389222344748 0.0833239980346326 0.345625376966401
"V118" 0.00093108381542877 0.188578732609413 -0.000995513140862122 0.122651548897889 -0.000672003002350811 0.102277467570203 -0.00574415229279816 0.188578732609413 0.00581826377113572 0.122651548897889 -0.00138726915480493 0.102277467570203 0.808960098708983 0.411005642571315 0.0208621994449995 0.39839331427683 0.0841649714374735 0.345274234879322
"V119" 0.00128613942570227 0.188993271416116 -0.000686132724637635 0.121825127383636 0.000136774481583163 0.0999334305436298 -0.00409604484695343 0.188993271416116 0.00537303045314823 0.121825127383636 -0.00056440920014282 0.0999334305436298 0.809306618574058 0.411284178174222 0.0211685298597194 0.397971485671841 0.084956484799767 0.34459900864594
"V120" 0.00253054297651821 0.190139907727828 -0.000352749431565647 0.121734390155447 0.000557843314328381 0.100361100531834 -0.00103232888929061 0.190139907727828 0.00305932766233754 0.121734390155447 0.00108030646415322 0.100361100531834 0.810542484900757 0.412388722987245 0.0214996601936761 0.397905849583094 0.0853599805485494 0.344755834291029
"V121" 0.00349070867035056 0.191947430489624 -6.0118563734382e-05 0.121719927676923 0.000203681319516167 0.100020065552117 -0.000379432705942217 0.191947430489624 0.00151316301127022 0.121719927676923 0.00277178632690644 0.100020065552117 0.811494228373687 0.413722139722034 0.0217907562889698 0.397724649159252 0.0849880196159559 0.344828256757993
"V122" 0.00386049888770325 0.193745726509284 0.000416358611333916 0.119398331382923 -0.000879839907486358 0.102979698163193 -0.00212996118967449 0.193745726509284 0.00249861030792096 0.119398331382923 0.00345183134195 0.102979698163193 0.81185588603548 0.414747897954066 0.0222663600293427 0.396519529636574 0.0838865460290397 0.346258227727517
"V123" 0.0031863280906636 0.192864564393562 0.000278410526948238 0.119616568782337 -0.000792801976761288 0.103112457436349 -0.00301817848377105 0.192864564393562 0.00238292799344247 0.119616568782337 0.0033118951440191 0.103112457436349 0.811174052203806 0.414095032077925 0.0221281584604858 0.396456395018409 0.083955525827324 0.346411712153045
"V124" 0.00198590998571597 0.191159009934 -0.000111808744044121 0.119332063288609 -0.000244964751387863 0.103356713296611 -0.00360881212429026 0.191159009934 0.000790591144682785 0.119332063288609 0.00350045087793508 0.103356713296611 0.809966597670298 0.412849543534488 0.0217382753843142 0.396535599643695 0.0844852236863987 0.346351921316463
"V125" 0.00138794209201204 0.191486237538021 -0.000330802891513836 0.120435128824421 -0.000139906121596776 0.103028014787453 -0.00391968907066489 0.191486237538021 0.000811384976032139 0.120435128824421 0.00391417093533401 0.103028014787453 0.809362318864696 0.412781172826424 0.021520166812708 0.397013253810734 0.084572088809263 0.346244286357772
"V126" 0.000978630897647053 0.193096292062643 -0.00122130423341879 0.12153530165333 0.000204796070622682 0.101547529314386 -0.00421588693153976 0.193096292062643 0.000641620420625012 0.12153530165333 0.00411669084999224 0.101547529314386 0.808947489931576 0.413457765317219 0.0206310436877794 0.398054662481186 0.0848985882719761 0.345654783136836
"V127" 0.000823220454046558 0.193565528818556 -0.00197718472313526 0.120975827473358 -0.000105297967489174 0.103194686481409 -0.00403412527099796 0.193565528818556 0.000211949743992495 0.120975827473358 0.00398287681592249 0.103194686481409 0.808787373761343 0.413751842348274 0.0198769500022829 0.398564034065067 0.0845703300018808 0.346249932576498
"V128" 0.00109684105788776 0.194626268556095 -0.00250994157553956 0.120708900049191 -0.000203200754310234 0.102576547879656 -0.00224952063629457 0.194626268556095 0.000308065944237693 0.120708900049191 0.00367953422059766 0.102576547879656 0.809057105004903 0.41445679796836 0.0193462752558375 0.398797595118835 0.0844543487845655 0.346054225386443
